title,url,source,category,college,location,description,department,specialization,systemGroup
Open rank - Internal Medicine Faculty,https://www.ugajobsearch.com/postings/423440,GA,Faculty,University of Georgia,"Athens, GA",,Internal Medicine,Internal Medicine,Georgia
Open Rank - Visiting Professor of Law/Visiting Associate Professor of Law,https://apply.interfolio.com/169057,NY,Faculty,Columbia University,"Columbia University, NY","The position will teach a full academic load and engage in regular publication of significant scholarly work at Columbia Law School for a period of not more than one year.&nbsp; Period of appointment: Fall term, Spring term, or entire academic year 2026-27.",Law/Visiting Associate Professor of Law,Law/Visiting Associate Professor of Law,New York Public
Open Rank — ASOD Dean&#39;s Office - 430100,https://unc.peopleadmin.com/postings/299580,NC,Faculty,UNC-Chapel Hill,"Chapel Hill, NC",,ASOD Dean&#39;s Office,ASOD Dean&#39;s Office,
"Open Rank (Assistant, Associate or Full) Professor of Literacy (WF230042) Region: Capital Open until filled",http://albany.interviewexchange.com/jobofferdetails.jsp?JOBID=165760,NY,Faculty,University at Albany (SUNY),"University at Albany (SUNY), NY",,Literacy (WF230042) Region: Capital Open until filled,Literacy (WF230042) Region: Capital Open until filled,New York Public
Open Rank (tenure - track) Professor in the Paul G. Allen School of Computer Science & Engineering Paul G. Allen School of Computer Science & Engineering,https://ap.washington.edu/ahr/position-details/?job_id=168938,WA,Faculty,University of Washington,"Seattle, WA",,the Paul G. Allen School of Computer Science & Engineering Paul G. Allen School of Computer Science & Engineering,the Paul G. Allen School of Computer Science & Engineering Paul G. Allen School of Computer Science & Engineering,Washington
Open Rank / Open Track Faculty - School of Nursing,https://jobs.boisestate.edu/en-us/job/499323/open-rank-open-track-faculty-school-of-nursing,ID,Faculty,Boise State University,"Boise, ID",,School of Nursing,School of Nursing,
"Open Rank Assistant, Associate or Full Professor - Physical Therapy",https://jobs.hr.ewu.edu/postings/14455,WA,Faculty,Eastern Washington University,"Cheney, WA",,Physical Therapy,Physical Therapy,Washington
OPEN RANK Assistant/Associate/Full Professor of Diagnostic Imaging,https://www.ugajobsearch.com/postings/421553,GA,Faculty,University of Georgia,"Athens, GA",,Diagnostic Imaging,Diagnostic Imaging,Georgia
"Open Rank Clinical Faculty - Assistant Dean, Foundational Sciences - Houston, Texas, United States - of Medicine (UHCOM) at the University of Houston announces a non-tenure track, open rank,",https://careers.uh.edu/jobs/open-rank-clinical-faculty-assistant-dean-foundational-sciences-houston-texas-united-states,TX,Faculty,University of Houston,"Houston, TX",,"of Medicine (UHCOM) at the University of Houston announces a non-tenure track, open rank,","of Medicine (UHCOM) at the University of Houston announces a non-tenure track, open rank,",Texas
"Open Rank Clinical Faculty – Lawyering Skills & Strategies (LSS) - Houston, Texas, United States",https://careers.uh.edu/jobs/open-rank-clinical-faculty-lawyering-skills-strategies-lss-houston-texas-united-states,TX,Faculty,University of Houston,"Houston, TX",,"Houston, Texas,","Houston, Texas,",Texas
Open Rank Clinical Faculty Member in Emergency Medicine and Critical Care Emergency Medicine,https://ap.washington.edu/ahr/position-details/?job_id=177871,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
Open Rank Clinical Instructor or Clinical Assistant Professor Region: Southern Tier Open until filled,http://binghamton.interviewexchange.com/jobofferdetails.jsp?JOBID=193945,NY,Faculty,Binghamton University (SUNY),"Binghamton University (SUNY), NY",,,,New York Public
"Open Rank Clinical Practice Faculty Position, Department of Pediatrics, Division of Bioethics & Palliative Care Pediatrics, Bioethics",https://ap.washington.edu/ahr/position-details/?job_id=163477,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
"Open Rank Clinical Practice Faculty Position, Department of Pediatrics, Division of Cardiac Intensive Care Pediatrics, Cardiac Intensive Care",https://ap.washington.edu/ahr/position-details/?job_id=175779,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
"Open Rank Clinical Practice Faculty Position, Department of Pediatrics, Division of Critical Care Medicine Pediatrics, Critical Care Medicine",https://ap.washington.edu/ahr/position-details/?job_id=172733,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
"Open Rank Clinical Practice Faculty Position, Department of Pediatrics, Division of General Pediatrics and Pediatric Sports Medicine Pediatrics, General Pediatrics",https://ap.washington.edu/ahr/position-details/?job_id=178279,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
"Open Rank Clinical Practice Faculty Position, Department of Pediatrics, Division of General Pediatrics and Pediatric Sports Medicine Pediatrics, General Pediatrics",https://ap.washington.edu/ahr/position-details/?job_id=156326,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
"Open Rank Clinical Practice Faculty Position, Department of Pediatrics, Division of Pulmonary & Sleep Medicine Pediatrics, Pulmonary & Sleep Medicine",https://ap.washington.edu/ahr/position-details/?job_id=163347,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
"Open Rank Clinical Practice Faculty Position, Department of Pediatrics, Division of Pulmonary and Sleep Medicine Pediatrics, Pulmonary & Sleep Medicine",https://ap.washington.edu/ahr/position-details/?job_id=150891,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
OPEN RANK CLINICAL PROFESSOR - AUDIOLOGY,https://jobs.uiowa.edu/faculty/view/75870,IA,Faculty,University of Iowa,"Iowa City, IA",,AUDIOLOGY,AUDIOLOGY,Iowa
"Open Rank Continuing Track Faculty, Medical and Molecular Sciences",https://careers.udel.edu/cw/en-us/job/502473/open-rank-continuing-track-faculty-medical-and-molecular-sciences,DE,Faculty,University of Delaware,"Newark, DE",,,,
Open Rank Faculty,https://jobs.rutgers.edu/postings/266141,NJ,Faculty,"Rutgers, The State University of New Jersey","New Brunswick, NJ",,,,
Open Rank Faculty,https://indiana.peopleadmin.com/postings/31781,IN,Faculty,Indiana University,"Bloomington, IN",,,,Indiana
Open Rank Faculty - Clinical Laboratory & Medical Imaging Sciences,https://jobs.rutgers.edu/postings/266371,NJ,Faculty,"Rutgers, The State University of New Jersey","New Brunswick, NJ",,Clinical Laboratory & Medical Imaging Sciences,Clinical Laboratory & Medical Imaging Sciences,
Open Rank Faculty - Physician Assistant Program,https://jobs.rutgers.edu/postings/268893,NJ,Faculty,"Rutgers, The State University of New Jersey","New Brunswick, NJ",,Physician Assistant Program,Physician Assistant Program,
Open Rank Faculty - Psychiatric Rehabilitation and Counseling Professions,https://jobs.rutgers.edu/postings/266139,NJ,Faculty,"Rutgers, The State University of New Jersey","New Brunswick, NJ",,Psychiatric Rehabilitation and Counseling Professions,Psychiatric Rehabilitation and Counseling Professions,
"Open Rank Faculty - Sensors, Microelectronics and AI Hardware",https://www.ugajobsearch.com/postings/466556,GA,Faculty,University of Georgia,"Athens, GA",,"Sensors, Microelectronics and AI Hardware","Sensors, Microelectronics and AI Hardware",Georgia
Open Rank Faculty - Smart & Resilient Infrastructure,https://www.ugajobsearch.com/postings/459985,GA,Faculty,University of Georgia,"Athens, GA",,Smart & Resilient Infrastructure,Smart & Resilient Infrastructure,Georgia
Open Rank Faculty - Translational Metabolic Engineering & Neurotherapeutics,https://www.ugajobsearch.com/postings/465277,GA,Faculty,University of Georgia,"Athens, GA",,Translational Metabolic Engineering & Neurotherapeutics,Translational Metabolic Engineering & Neurotherapeutics,Georgia
Open Rank Faculty - Variable Track — Med-Infectious Diseases - 411460,https://unc.peopleadmin.com/postings/312831,NC,Faculty,UNC-Chapel Hill,"Chapel Hill, NC",,Med-Infectious Diseases,Med-Infectious Diseases,
Open Rank Faculty — Med-Pulmonary - 411480,https://unc.peopleadmin.com/postings/312749,NC,Faculty,UNC-Chapel Hill,"Chapel Hill, NC",,Med-Pulmonary,Med-Pulmonary,
Open Rank Faculty & Medical Educator,https://www.ugajobsearch.com/postings/457254,GA,Faculty,University of Georgia,"Athens, GA",,,,Georgia
Open Rank Faculty in Philosophy Value Theory Region: Southern Tier Open until filled,http://binghamton.interviewexchange.com/jobofferdetails.jsp?JOBID=192225,NY,Faculty,Binghamton University (SUNY),"Binghamton University (SUNY), NY",,,,New York Public
Open Rank Faculty in Veterinary Anesthesia and Pain Management,https://illinois.csod.com/ux/ats/careersite/1/home/requisition/14826?c=illinois,IL,Faculty,University of Illinois Urbana-Champaign,"Champaign, IL",,,,
Open Rank Faculty Member in Emergency Medicine and Critical Care Emergency Medicine,https://ap.washington.edu/ahr/position-details/?job_id=177694,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
Open Rank Faculty Position - Criminal Justice,https://jobs.ncat.edu/postings/39582,NC,Faculty,North Carolina A&T State University,"Greensboro, NC",,Criminal Justice,Criminal Justice,
Open Rank Faculty Position — Radiation Oncology-Chapel Hill - 413002,https://unc.peopleadmin.com/postings/313742,NC,Faculty,UNC-Chapel Hill,"Chapel Hill, NC",,Radiation Oncology-Chapel Hill,Radiation Oncology-Chapel Hill,
Open Rank Faculty Position Artificial Intelligence in Biological Sciences,https://jobs.utdallas.edu/postings/30796,TX,Faculty,University of Texas at Dallas,"Richardson, TX",,,,Texas
"Open Rank Faculty Position Clinician Scholar Track (WOT) in Dermatology, Department of Dermatology Dermatology",https://ap.washington.edu/ahr/position-details/?job_id=156481,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
Open Rank Faculty Position in Aerospace Engineering,https://apply.interfolio.com/171404,NY,Faculty,Columbia University,"Columbia University, NY","The Columbia University School of Engineering and Applied Science (SEAS) welcomes applications for a tenure-track faculty position at any rank, in the broad field of Aerospace Engineering. Areas of emphasis include, but are not limited to: spacecraft design and engineering, autonomous flight systems, smart/adaptive materials for aerospace systems, hypersonic materials, generative AI for aerospace systems, remote sensing and communications, hypersonic fluid dynamics and control, advanced and sustainable propulsion systems, extraterrestrial exploration, bioastronautics, aerospace medicine, and life support systems. Aerospace systems of interest range from spacecraft and satellites to commercial transportation, EVTOLS, drones, and novel flight systems. Candidates are additionally encouraged to consider the intersection of their proposed areas of research with departmental- and school-wide initiatives relating to energy and sustainability, biomechanics, nano/micro technology, medicine, and artificial intelligence. Candidates should demonstrate a strong history and track record in the Aerospace discipline.",,,New York Public
"Open Rank Faculty Position in Cancer Immunotherapy Medicine, Hematology, Oncology",https://ap.washington.edu/ahr/position-details/?job_id=178474,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
Open Rank Faculty Position in Computer Science: Artificial Intelligence and Machine Learning,https://recruit.ap.uci.edu/JPF09880,UC,Faculty,UC Irvine,"Irvine, CA",,,,California Public
Open Rank Faculty Position in Computer Science: Systems,https://recruit.ap.uci.edu/JPF09879,UC,Faculty,UC Irvine,"Irvine, CA",,,,California Public
Open Rank Faculty Position in Electrical & Computer Engineering 2025-2026 - UCLA,https://recruit.apo.ucla.edu/JPF10727,UC,Faculty,UCLA,"Los Angeles, CA",,UCLA,UCLA,California Public
Open Rank Faculty Position in Industrial Engineering and Operations Research,https://apply.interfolio.com/171402,NY,Faculty,Columbia University,"Columbia University, NY","Columbia Engineering invites applications for an open rank faculty position in the Department of Industrial Engineering and Operations Research, starting July 1, 2026. Appointments will be made at the Assistant Professor, Associate Professor (without tenure), tenured Associate Professor, or tenured Professor rank, depending on the applicant's qualifications. The position is open to exceptional applicants in all areas of operations research and management science. We welcome candidates with research interests in the foundations of optimization and probability, including their intersections with machine learning, artificial intelligence, and data science. Candidates with strong methodological training and research interests in application-driven areas such as healthcare, energy, public sector OR, sustainability, networks, transportation, supply chains, service platforms, and finance are especially encouraged to apply.",,,New York Public
Open Rank Faculty Position in Materials Science & Engineering 2025-2026,https://recruit.apo.ucla.edu/JPF10728,UC,Faculty,UCLA,"Los Angeles, CA",,,,California Public
Open Rank Faculty Position in Materials Science and Engineering,https://apply.interfolio.com/171561,NY,Faculty,Columbia University,"Columbia University, NY","Columbia Engineering invites applications for one or more tenured or tenure-track faculty positions. Appointments at the Assistant Professor, Associate Professor, or Full Professor rank will be considered. Applications are specifically sought in any area encompassing materials science and engineering, and their intersections with advanced manufacturing and fabrication, energy, health, sustainability, and materials for extreme environments. Novel material designs, leveraging artificial intelligence and advanced experimental techniques and material characterization, are of particular interest, as are cross-cutting efforts involving material design, synthesis, and fabrication at the intersections with Columbia Engineering Initiatives and Centers, the Sciences, the Climate and Medical Schools, and the Data Science Institute.",,,New York Public
Open Rank Faculty Position in Operations Management,https://jobs.utdallas.edu/postings/30800,TX,Faculty,University of Texas at Dallas,"Richardson, TX",,,,Texas
"Open Rank Faculty Position Without Tenure (WOT), Department of Pediatrics, Center for Immunity and Immunotherapies Pediatrics",https://ap.washington.edu/ahr/position-details/?job_id=92489,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
"Open Rank Faculty Position Without Tenure (WOT), Department of Pediatrics, Division of Gastroenterology & Hepatology Pediatrics, Gastroenterology & Hepatology",https://ap.washington.edu/ahr/position-details/?job_id=154704,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
"Open Rank Faculty Position Without Tenure (WOT), Department of Pediatrics, Division of Pulmonary & Sleep Medicine Pediatrics, Pulmonary & Sleep Medicine",https://ap.washington.edu/ahr/position-details/?job_id=163365,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
"Open Rank Faculty Position without Tenure (WOT), Department of Radiation Oncology Radiation Oncology",https://ap.washington.edu/ahr/position-details/?job_id=166451,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
"Open Rank Faculty Position without tenure, Department of Pediatrics, Division of Pulmonary and Sleep Medicine Pediatrics, Pulmonary & Sleep Medicine",https://ap.washington.edu/ahr/position-details/?job_id=148238,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
"Open Rank Faculty Position- Assistant, Associate, or Full Professor (Division of Operative Dentistry)",https://apply.interfolio.com/178298,NY,Faculty,Columbia University,"Columbia University, NY","Columbia University, College of Dental Medicine (CDM) welcomes applicants interested in an academic position in the Section of Cariology and Restorative Sciences, Division of Operative Dentistry. &nbsp; &nbsp; Responsibilities may include but not limited to: &nbsp; Supervision in teaching and predoctoral clinics Developing and teaching didactic and clinical courses Patient care coverage in faculty practice locations Research and scholarly activity &nbsp; Candidate will contribute to the diversity and excellence of the academic community. &nbsp; &nbsp; &nbsp; Applicants should submit a letter of interest, CV and five references name and contact information. &nbsp; &nbsp;",,,New York Public
Open Rank Faculty Position: Assistant Professor / Associate Professor / Professor (Health and Human Rights),https://apply.interfolio.com/177412,NY,Faculty,Columbia University,"Columbia University, NY","The Heilbrunn Department of Population and Family Health (HDPFH) at Columbia University Mailman School of Public Health is a vibrant and interdisciplinary department comprising of faculty, scientists, thought leaders, and practitioners from the fields of public health, epidemiology, demography, social work, medicine, economics, and law. We apply multidisciplinary population science and public health research methods to address critical domestic and global challenges, including sexual and reproductive health rights, forced migration, child and adolescent health, maternal and newborn health, mental health, environmental justice, human rights, and complex health systems. The Department’s current research portfolio totals $21 million in multi-year committed awards from private foundations and federal funding sources, internal grants, service agreements and gifts to support both international and U.S. based research, service, and program. The Department works to shift global health policy and practice to improve health systems and health outcomes for populations in low-income, unstable, or inequitable environments worldwide. Faculty in this largely grant-funded department engage in a unique combination of research, teaching and service activities. Graduates of the Department pursue careers as research scientists, non-profit leaders, and public health practitioners and evaluators who actively contribute to scientific developments and assume important academic posts and public health leadership globally. The HDPFH is recruiting for a candidate with experience in health and human rights. The successful applicant will build an independent research portfolio with strong scholarly contributions, secure external research funding, and gain national and international recognition at the intersection of global public health and international human rights law and practice. We seek candidates who will help to further develop the Department and School's research, educational, and poli",,,New York Public
Open Rank Faculty Position: Assistant Professor / Associate Professor / Professor of Population and Family Health,https://apply.interfolio.com/175747,NY,Faculty,Columbia University,"Columbia University, NY","The Heilbrunn Department of Population and Family Health (HDPFH) at Columbia University Mailman School of Public Health is a dynamic, interdisciplinary Department of faculty, scientists, thought leaders, and practitioners working across public health, epidemiology, demography, social work, medicine, economics, and law. We apply multidisciplinary population science and public health research methods - alongside service-delivery - to address critical domestic and global challenges, including sexual and reproductive health rights, forced migration, child and adolescent health, maternal and newborn health, mental health, environmental justice, social and gender norms, human rights, and complex health systems. Faculty in this largely grant-funded department engage in a unique combination of research, teaching and service activities. Graduates of the Department pursue careers as research scientists, NGO leaders, public health practitioners, and evaluators who actively contribute to the scientific literature and assume important academic posts and public health leadership globally. Housed in the Heilbrunn Department of Population and Family Health, the Program on Forced Migration and Health is one of the world's leading programs for training health and humanitarian response workers. At its founding in 1998, our program was one of the first academic programs in the world to address the deficiencies in health services provided in humanitarian response. Today, we continue to champion a professionalized and critical approach to delivering humanitarian action and are committed to educating the next generation of humanitarian leadership. Through our research and education, we seek to create an evidence-based humanitarian sector anchored in the voices and decision-making of those most impacted by conflict and displacement and founded on a framework of justice, rights, and accountability. The Department seeks a faculty member to serve as Program Director for the Program on Forced ",Population and Family Health,Population and Family Health,New York Public
"Open Rank Faculty Position: Assistant, Associate, or Full Professor (Division of Periodontics)",https://apply.interfolio.com/178370,NY,Faculty,Columbia University,"Columbia University, NY","Columbia University, College of Dental Medicine (CDM) welcomes applicants interested in an academic position in the Section of Oral, Diagnostic and Rehabilitation Sciences, Division of Periodontics. Responsibilities may include but not limited to:&nbsp; Supervision in teaching and predoctoral clinics Coverage in postdoctoral an predoctoral periodontics clinics Developing and teaching didactic and clinical courses Patient care coveage in faculty practice locations.&nbsp; Research / and scholarly activity &nbsp; Candidate will contribute to the diversity and excellence of the academic community.&nbsp; &nbsp;",,,New York Public
Open Rank Faculty Positions in Accounting,https://jobs.utdallas.edu/postings/30807,TX,Faculty,University of Texas at Dallas,"Richardson, TX",,,,Texas
Open Rank Faculty Positions in Computer Science,https://jobs.utdallas.edu/postings/31209,TX,Faculty,University of Texas at Dallas,"Richardson, TX",,,,Texas
Open Rank Faculty Positions in Electrical and Computer Engineering,https://jobs.utdallas.edu/postings/30537,TX,Faculty,University of Texas at Dallas,"Richardson, TX",,,,Texas
"Open Rank Faculty, Curriculum and Pedagogy, (Mathematics Education) National Center for the Elimination of Educational Disparities (NCEED)",https://morgan.peopleadmin.com/postings/8477,MD,Faculty,Morgan State University,"Baltimore, MD",,,,Maryland
Open Rank Fixed-Term Faculty (ILD) — Med-Pulmonary - 411480,https://unc.peopleadmin.com/postings/312094,NC,Faculty,UNC-Chapel Hill,"Chapel Hill, NC",,Med-Pulmonary,Med-Pulmonary,
"Open Rank Instructional Professor - Health Profession Educator, Biomedical Sciences - Houston, Texas, United States - of Optometry, Department of Vision Sciences, invites applications for two open-rank, non-t",https://careers.uh.edu/jobs/open-rank-instructional-professor-health-profession-educator-biomedical-sciences-houston-texas-united-states,TX,Faculty,University of Houston,"Houston, TX",,"of Optometry, Department of Vision Sciences, invites applications for two open-rank, non-t","of Optometry, Department of Vision Sciences, invites applications for two open-rank, non-t",Texas
Open Rank Lecturer - Navajo Language Instruction,https://unm.csod.com/ux/ats/careersite/18/home/requisition/34983?c=unm,NM,Faculty,University of New Mexico,"Albuquerque, NM",,Navajo Language Instruction,Navajo Language Instruction,
Open Rank Lecturer Director of Social Work,https://unm.csod.com/ux/ats/careersite/18/home/requisition/35613?c=unm,NM,Faculty,University of New Mexico,"Albuquerque, NM",,,,
"Open Rank Lecturer Family and Community Medicine Physician Assistant Program — Albuquerque, NM,",https://unm.csod.com/ux/ats/careersite/18/home/requisition/35615?c=unm,NM,Faculty,University of New Mexico,"Albuquerque, NM",,"Albuquerque, NM","Albuquerque, NM",
Open Rank Lecturer II or III - Biology,https://unm.csod.com/ux/ats/careersite/18/home/requisition/34196?c=unm,NM,Faculty,University of New Mexico,"Albuquerque, NM",,Biology,Biology,
Open Rank Lecturer II or III - Speech Hearing Sciences,https://unm.csod.com/ux/ats/careersite/18/home/requisition/34204?c=unm,NM,Faculty,University of New Mexico,"Albuquerque, NM",,Speech Hearing Sciences,Speech Hearing Sciences,
Open Rank Lecturer II/III in Secondary Education,https://unm.csod.com/ux/ats/careersite/18/home/requisition/35137?c=unm,NM,Faculty,University of New Mexico,"Albuquerque, NM",,,,
Open Rank Lecturer of Cell Biology & Physiology,https://unm.csod.com/ux/ats/careersite/18/home/requisition/35939?c=unm,NM,Faculty,University of New Mexico,"Albuquerque, NM",,Cell Biology & Physiology,Cell Biology & Physiology,
Open Rank Lecturer of Pathology,https://unm.csod.com/ux/ats/careersite/18/home/requisition/33952?c=unm,NM,Faculty,University of New Mexico,"Albuquerque, NM",,Pathology,Pathology,
Open Rank Lecturer or Assistant Teaching Professor,https://jobs.ncsu.edu/postings/227715,NC,Faculty,NC State University,"Raleigh, NC",,,,
"Open Rank Lecturer Positions, Kelley School of Business (Communication Skills)",https://indiana.peopleadmin.com/postings/32199,IN,Faculty,Indiana University,"Bloomington, IN",,Kelley School of Business (Communication Skills),Kelley School of Business (Communication Skills),Indiana
"Open Rank Lecturer positions, Kelley School of Business (Professional Skills)",https://indiana.peopleadmin.com/postings/32200,IN,Faculty,Indiana University,"Bloomington, IN",,Kelley School of Business (Professional Skills),Kelley School of Business (Professional Skills),Indiana
Open Rank Non-Tenure Track Clinical Faculty Position in ISPC Region: Southern Tier Open until filled,http://binghamton.interviewexchange.com/jobofferdetails.jsp?JOBID=196712,NY,Faculty,Binghamton University (SUNY),"Binghamton University (SUNY), NY",,,,New York Public
"Open Rank Non-Tenure Track Faculty Positions, Kelley School of Business (International Business)",https://indiana.peopleadmin.com/postings/32022,IN,Faculty,Indiana University,"Bloomington, IN",,,,Indiana
"Open Rank Non-Tenure Track Faculty Positions, Kelley School of Business (Organizational Behavior and Human Resource Management)",https://indiana.peopleadmin.com/postings/31762,IN,Faculty,Indiana University,"Bloomington, IN",,,,Indiana
"Open Rank Non-Tenure Track Faculty Positions, Kelley School of Business (Strategic Management)",https://indiana.peopleadmin.com/postings/31763,IN,Faculty,Indiana University,"Bloomington, IN",,,,Indiana
"Open Rank Non-Tenure Track Faculty Positions, Kelley School of Business, Accounting",https://indiana.peopleadmin.com/postings/31825,IN,Faculty,Indiana University,"Bloomington, IN",,,,Indiana
"Open Rank Non-Tenure Track Faculty Positions, Kelley School of Business, Finance",https://indiana.peopleadmin.com/postings/31761,IN,Faculty,Indiana University,"Bloomington, IN",,,,Indiana
"Open Rank Non-Tenure Track, Clinical Faculty Position Region: Southern Tier Open until filled",http://binghamton.interviewexchange.com/jobofferdetails.jsp?JOBID=181582,NY,Faculty,Binghamton University (SUNY),"Binghamton University (SUNY), NY",,,,New York Public
Open Rank NTT (Lecturer or Clinical) Faculty Position Nursing,https://indiana.peopleadmin.com/postings/31674,IN,Faculty,Indiana University,"Bloomington, IN",,,,Indiana
Open Rank of Neurology - Neuromuscular Faculty,https://unm.csod.com/ux/ats/careersite/18/home/requisition/32115?c=unm,NM,Faculty,University of New Mexico,"Albuquerque, NM",,Neuromuscular,Neuromuscular,
Open Rank Professor - Atmospheric Science,https://employment.niu.edu/postings/87514,IL,Faculty,Northern Illinois University,"DeKalb, IL",,Atmospheric Science,Atmospheric Science,
"Open Rank Professor - Materials Science & Eng., Chemical & Biomolecular Eng. and/or Bioengineering",https://facultyjobs.lehigh.edu/node/1201,PA,Faculty,Lehigh University,"Bethlehem, PA",,Chemical & Biomolecular Eng. and/or Bioengineering,Chemical & Biomolecular Eng. and/or Bioengineering,
Open Rank Professor (Continuing Track) Biomedical Engineering Quantitative Systems Pharmacology,https://careers.udel.edu/cw/en-us/job/502753/open-rank-professor-continuing-track-biomedical-engineering-quantitative-systems-pharmacology,DE,Faculty,University of Delaware,"Newark, DE",,,,
Open Rank Professor (Tenure-Track/Tenured) in Biomedical Engineering Quantitative Systems Pharmacology,https://careers.udel.edu/cw/en-us/job/502754/open-rank-professor-tenuretracktenured-in-biomedical-engineering-quantitative-systems-pharmacology,DE,Faculty,University of Delaware,"Newark, DE",,,,
Open Rank Professor and Director of the M.S. in Cybersecurity,https://employment.plu.edu/postings/8685,WA,Faculty,Pacific Lutheran University,"Tacoma, WA",,,,Washington
"Open Rank Professor in Computer, Science and Engineering",https://facultyjobs.lehigh.edu/node/1216,PA,Faculty,Lehigh University,"Bethlehem, PA",,"Computer, Science and Engineering","Computer, Science and Engineering",
Open Rank Professor in Counselor Education,https://unm.csod.com/ux/ats/careersite/18/home/requisition/34635?c=unm,NM,Faculty,University of New Mexico,"Albuquerque, NM",,Counselor Education,Counselor Education,
"Open Rank Professor of Clinical Practice – Spine, Sports & MSK Physiatrists, Department of Rehabilitation Medicine, Division of Sports & Spine Rehabilitation Medicine",https://ap.washington.edu/ahr/position-details/?job_id=175080,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
Open Rank Professor of Philosophy,https://facultyjobs.lehigh.edu/node/1189,PA,Faculty,Lehigh University,"Bethlehem, PA",,Philosophy,Philosophy,
"Open Rank Professor of Plant Evolutionary Biology, Environmental & Plant Biology, Tenure-Track",https://www.ohiouniversityjobs.com/postings/56227,OH,Faculty,Ohio University,"Athens, OH",,"Plant Evolutionary Biology, Environmental & Plant Biology, Tenure-Track","Plant Evolutionary Biology, Environmental & Plant Biology, Tenure-Track",Ohio
Open Rank Professor of Special Education (Tenure Track),https://explore.jobs.ufl.edu/en-us/job/537926/open-rank-professor-of-special-education-tenure-track,FL,Faculty,University of Florida,"Gainesville, FL",,Special Education (Tenure Track),Special Education (Tenure Track),Florida
"Open Rank Professor of Statistics and Director of Online M.S in Applied Statistics, Department of Applied Economics and Statistics (Continuing Track)",https://careers.udel.edu/cw/en-us/job/502474/open-rank-professor-of-statistics-and-director-of-online-ms-in-applied-statistics-department-of-applied-economics-and-statistics-continuing-track,DE,Faculty,University of Delaware,"Newark, DE",,,,
"Open Rank Professor, Disciplinary Excellence in Autonomy, Engineering Region: Western New York Open until filled",https://www.ubjobs.buffalo.edu/postings/59559,NY,Faculty,University at Buffalo (SUNY),"University at Buffalo (SUNY), NY",,,,New York Public
"Open Rank Professor, Higher Education Administration and Policy",https://explore.jobs.ufl.edu/en-us/job/537438/open-rank-professor-higher-education-administration-and-policy,FL,Faculty,University of Florida,"Gainesville, FL",,Higher Education Administration and Policy,Higher Education Administration and Policy,Florida
"Open Rank Professor, tenure track (Nutrigenomics) — Nutrition - 466001",https://unc.peopleadmin.com/postings/299464,NC,Faculty,UNC-Chapel Hill,"Chapel Hill, NC",,Nutrition,Nutrition,
"Open Rank Professorial Track WOT, Radiation Oncology; Medical Physics Radiation Oncology",https://ap.washington.edu/ahr/position-details/?job_id=176384,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
Open Rank Professors in Cybersecurity,https://indiana.peopleadmin.com/postings/31638,IN,Faculty,Indiana University,"Bloomington, IN",,,,Indiana
Open Rank Teaching Faculty,https://careers.pageuppeople.com/820/cw/en-us/job/506183/open-rank-teaching-faculty,PA,Faculty,Drexel University,"Open Rank Teaching Faculty Faculty Reading Campus - Reading, PA",,,,
"Open Rank Teaching Professor, Electrical Engineering Technology - Department of Electrical & Computer Engineering",https://jobs.rowan.edu/en-us/job/501078/open-rank-teaching-professor-electrical-engineering-technology-department-of-electrical-computer-engineering,NJ,Faculty,Rowan University,"Rowan University, NJ",,Electrical Engineering Technology - Department of Electrical & Computer Engineering,Electrical Engineering Technology - Department of Electrical & Computer Engineering,
Open Rank Teaching Specialized Faculty - ALEC,https://illinois.csod.com/ux/ats/careersite/1/home/requisition/16358?c=illinois,IL,Faculty,University of Illinois Urbana-Champaign,"Champaign, IL",,ALEC,ALEC,
Open Rank Tenure System Faculty - Marketing,https://jobs.utdallas.edu/postings/30799,TX,Faculty,University of Texas at Dallas,"Richardson, TX",,Marketing,Marketing,Texas
Open Rank Tenure Track Faculty Positions - Nuclear Engineering and Physics,https://explorejobs.uml.edu/lowell/en-us/job/529440/open-rank-tenure-track-faculty-positions-nuclear-engineering-and-physics,UMass,Faculty Full Time,UMass Lowell,"UMass Lowell, MA",,Nuclear Engineering and Physics,Nuclear Engineering and Physics,Massachusetts Public
Open Rank Tenure-System Faculty Position in Clinical Trials and Therapeutic Development,https://jobs.utdallas.edu/postings/30921,TX,Faculty,University of Texas at Dallas,"Richardson, TX",,,,Texas
